record_id,citation_key,title,journal,publication_year,analysis_period,study_summary,case_report,case_report_conclusion,workflow_stage,specialty,specialty_other_detail,evaluation_target,device,dimensionality,image_modalities,image_modality_other_detail,rendering_type,rendering_other_detail,aux_visualization_content,anchoring_context,registration_method,perception_support,perception_cues,specialty_label,device_label,dimensionality_label,rendering_type_label,registration_method_label,workflow_stage_label,evaluation_target_label,image_modalities_label,anchoring_context_label,perception_cues_label,aux_visualization_content_label
145,Nguyen 2022,HoloUS: Augmented reality visualization of live ultrasound images using HoloLens for ultrasound-guided procedures,Int J Comput Assist Radiol Surg,2022,2021-2026,integrate the ultrasound image to HMD,False,,intraoperative,general,,phantom,hmd_ost,2d,us,,no_post_processing,,,in_situ,marker_other,False,,General,HMD (Optical See-Through),2D,No Post-processing,Other Marker,Intraoperative,Phantom,Ultrasound,In-situ,,
1253,Roethe 2022,Augmented reality visualization in brain lesions: a prospective randomized controlled evaluation of its potential and current limitations in navigated microneurosurgery,Acta Neurochirurgica,2022,2021-2026,examines intraoperative visualization parameters and clinical impact of AR in brain tumor surgery,True,Navigation effort was significantly reduced in AR. The main benefit of HUD-based AR visualization in brain tumor surgery is the integrated continuous display allowing for pointer-less navigation. Navigation view (PiP) provides the highest usability while blocking the operative field less frequently. Visualization quality will benefit from improvements in registration accuracy and depth impression.,intraoperative,neurosurgery,,patient,microscope,3d,mri,,surface_modeling,,,in_situ,,False,,Neurosurgery,Microscope,3D,Surface Modeling,,Intraoperative,Patient,MRI,In-situ,,
147,Schwenderling 2022,Augmented reality visualization of automated path planning for percutaneous interventions: a phantom study,Int J Comput Assist Radiol Surg,2022,2021-2026,,False,,planning,oncologic,,phantom,spatial_projection,3d,ct,,surface_modeling,,,in_situ,markerless,False,,Oncologic,Spatial Projection,3D,Surface Modeling,Markerless,Planning,Phantom,CT,In-situ,,
177,Song 2022,HAPPY: Hip Arthroscopy Portal Placement Using Augmented Reality,J Imaging,2022,2021-2026,highlight the anatomy that is visible in the endoscopic camera frustum and use an automatic colorization method to improve spatial perception,False,,intraoperative,orthopedic,,phantom,hmd_ost,3d,ct,,surface_modeling,,color_coding,in_situ,marker_optical,True,color,Orthopedic,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,Intraoperative,Phantom,CT,In-situ,Color,Color Coding
160,Stewart 2022,Study on augmented reality for robotic surgery bedside assistants,J Robot Surg,2022,2021-2026,We hypothesized that an augmented reality headset enabling 3D intra- corporeal vision while facing the surgical field could decrease time and improve accuracy of robotic bedside tasks.,False,,intraoperative,abdominal,,phantom,hmd_ost,2d,rgb,,no_post_processing,,tool_location,off_situ,,False,,Abdominal,HMD (Optical See-Through),2D,No Post-processing,,Intraoperative,Phantom,RGB Camera,Off-situ,,Tool Location
202,Tigchelaar 2022,Augmented Reality Neuronavigation for En Bloc Resection of Spinal Column Lesions,World Neurosurg,2022,2021-2026,describe the first application of ARNV to perform distal sacrococcygectomies for the en bloc removal of sacral and retrorectal lesions,True,,intraoperative,neurosurgery,,patient,microscope,3d,ct,,surface_modeling,,,in_situ,marker_optical,False,,Neurosurgery,Microscope,3D,Surface Modeling,Optical Marker,Intraoperative,Patient,CT,In-situ,,
2887,Wang 2022,Application of a three-dimensional visualization model in intraoperative guidance of percutaneous nephrolithotomy.,International journal of Urology,2022,2021-2026,"Through Hololens visualization of the target and intraoperative ultrasound guidance, surgeon make the puncture to do percutaneous nephrolithotomy procedure.",False,,intraoperative,urology,,patient,hmd_ost,3d,ct,,volume_rendering,,tool_location,in_situ,markerless,False,,Urology,HMD (Optical See-Through),3D,Volume Rendering,Markerless,Intraoperative,Patient,CT,In-situ,,Tool Location
196,Wu 2022,Stereotactic co-axial projection imaging for augmented reality neuronavigation: a proof-of-concept study,Quant Imaging Med Surg,2022,2021-2026,e developed an integrated dexterous stereotactic co-axial projection imaging (sCPI) system featuring orthotopic image projection for augmented reality (AR) neurosurgical navigation.,False,,intraoperative,neurosurgery,,phantom,spatial_projection,3d,mri,,surface_modeling,,,in_situ,marker_other,False,,Neurosurgery,Spatial Projection,3D,Surface Modeling,Other Marker,Intraoperative,Phantom,MRI,In-situ,,
4925,Zampokas 2022,Real-time stereo reconstruction of intraoperative scene and registration to preoperative 3D models for augmenting surgeons' view during RAMIS,Medical Physics,2022,2021-2026,The core is a intra-op 3D reconstruction and registration pipeline to deformably correctly map pre-op data to intra-op scenario. The author defined the study as AR system by visualizing the deformably mapped data,False,,intraoperative,not_specified,,dataset,multiple_devices,3d,ct|mri|rgb,,surface_modeling,,,in_situ,markerless,False,,Not Specified,Multiple Devices,3D,Surface Modeling,Markerless,Intraoperative,Dataset,"CT, MRI, RGB Camera",In-situ,,
3097,Zhang 2022,Case report: Resection of a massive primary sacrococcygeal mature teratoma in an adult using 3-dimensional reconstruction and mixed reality technology.,Frontiers in Surgery,2022,2021-2026,,True,"he 3-dimensional reconstruction and mixed reality (MR) technology based on computed tomography can provide spatial visualization, which allows surgeons to examine the teratoma at different angles preoperatively. Combining 3-dimensional reconstruction and mixed reality (MR) technology in this case facilitated complete resection and prevented recurrence.",planning,oncologic,,patient,hmd_ost,3d,ct,,surface_modeling,,,off_situ,,False,,Oncologic,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Patient,CT,Off-situ,,
3247,Zhu 2022,Application value of mixed reality in hepatectomy for hepatocellular carcinoma.,World Journal of Gastrointestinal Surgery,2022,2021-2026,To evaluate the application value of MR technology in hepatectomy for hepato-cellular carcinoma (HCC).,True,"MR has some application value in three-dimensional visualization of the liver, surgical planning, and intraoperative navigation during hepatectomy, and it significantly improves the perioperative outcomes of hepatectomy for HCC.",intraoperative,abdominal,,patient,hmd_ost,3d,mri,,volume_rendering,,,in_situ|off_situ,,False,,Abdominal,HMD (Optical See-Through),3D,Volume Rendering,,Intraoperative,Patient,MRI,"In-situ, Off-situ",,
54,A 2023,A Closer Look at Dynamic Medical Visualization Techniques,IEEE International Symposium on Mixed and Augmented Realit,2023,2021-2026,"This work investigates whether dynamic cues impact depth and shape perception in medical AR applications in the context of MIS procedures for visualizing blood vessels. Object Flow, Wave Propagation",False,,method_development,vascular,,virtual,spatial_monitor,3d,,Synthetic model,surface_modeling,,,off_situ,,True,shadow|metric|kinetic,Vascular,Spatial Monitor,3D,Surface Modeling,,Method Development,Virtual,,Off-situ,"Shadow, Metric, Kinetic",
4885,Allen 2023,Towards Virtual Displays in the Interventional Radiology Suite: A Feasibility Study,Medical Imaging,2023,2021-2026,"develop an augmented reality “cockpit” that streams and renders intraoperative imaging (e.g., ultrasound) on virtual displays in HoloLens 2 to address space and display-positioning constraints in the IR suite.",False,,intraoperative,abdominal,,phantom,hmd_ost,2d,us,,no_post_processing,,,off_situ,,False,,Abdominal,HMD (Optical See-Through),2D,No Post-processing,,Intraoperative,Phantom,Ultrasound,Off-situ,,
1108,Benmahdjoub 2023,Evaluation of AR visualization approaches for catheter insertion into the ventricle cavity,IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,2023,2021-2026,investigate the adequacy of one modality over the other. 2D approach (tablet+virtual display)/ 3D approach (in-situ/ inter-situ),False,,intraoperative,cardiothoracic,,phantom,hmd_ost,3d,ct,,surface_modeling,,,inter_situ,,True,occlusion,Cardiothoracic,HMD (Optical See-Through),3D,Surface Modeling,,Intraoperative,Phantom,CT,Inter-situ,Occlusion,
1125,Bitschi 2023,Preoperative Mixed-Reality Visualization of Complex Tibial Plateau Fractures and Its Benefit Compared to CT and 3D Printing,Journal of Clinical Medicine,2023,2021-2026,investigates whether mixed-reality visualization (MRV) using mixed- reality glasses can provide a benefit for CT and/or 3D printing in planning treatment strategies for complex TPFs,False,,planning,orthopedic,,phantom,hmd_ost,3d,ct,,surface_modeling,,,off_situ,,False,,Orthopedic,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Phantom,CT,Off-situ,,
2714,Cao 2023,Clinical Value of Mixed Reality-Assisted Puncture Navigation for Percutaneous Nephrolithotripsy.,Surgical Techniques in Urology,2023,2021-2026,"To compare mixed reality assisted puncture with traditional method, it can safely and effectively improve the success of the procedure.",True,"There were no significant differences in patient demographic indicators or preoperative general information between the MRAPN and non-MRAPN groups (P > .05). The clinical value of MRAPN was higher for subjective scores regarding surgical planning, intraoperative navigation, didactic guidance and physician−patient communication (all P < .001).",intraoperative,urology,,patient,hmd_ost,3d,ct|mri,,volume_rendering,,tool_location,in_situ,markerless,False,,Urology,HMD (Optical See-Through),3D,Volume Rendering,Markerless,Intraoperative,Patient,"CT, MRI",In-situ,,Tool Location
566,Chen 2023,Towards transcervical ultrasound image guidance for transoral robotic surgery.,Int J Comput Assist Radiol Surg,2023,2021-2026,potentially enhance the visualization of the anatomy and cancerous tumors to provide additional tools for decision-making in surgery,True,"the first complete pipeline for MRI-US-robot- patient registration for US-guided AR system for TORS, with the transducer placed on the neck for a transcervical view",intraoperative,oral_maxillofacial,,phantom|patient,spatial_monitor,3d,mri|us,,surface_modeling,,,off_situ,,False,,Oral & Maxillofacial,Spatial Monitor,3D,Surface Modeling,,Intraoperative,"Phantom, Patient","MRI, Ultrasound",Off-situ,,
1150,Colombo 2023,Case report: Impact of mixed reality on anatomical understanding and surgical planning in a complex fourth ventricular tumor extending to the lamina quadrigemina,Frontiers in Surgery,2023,2021-2026,"Microsurgery represents the primary therapeutic strategy for the majority of fourth ventricular tumors, and adequate anatomical understanding and visualization are paramount to surgical planning and success. Therefore they want to evaluate the feasibility and benefits of using mixed reality in planning the surgery.",True,Mixed reality (MxR) system application to the surgical planning of a complex fourth ventricular lesion proved relevant in designing the best surgical approach and trajectory to better identify potential intraoperative challenges and rehearse the patient-specific anatomy.,planning,neurosurgery,,patient,hmd_vst,3d,mri,,volume_rendering,,,in_situ,markerless,True,occlusion,Neurosurgery,HMD (Video See-Through),3D,Volume Rendering,Markerless,Planning,Patient,MRI,In-situ,Occlusion,
2957,Colombo 2023,Mixed Reality for Cranial Neurosurgical Planning: A Single-Center Applicability Study With the First 107 Subsequent Holograms.,OPERATIVE NEUROSURGERY,2023,2021-2026,"Mixed reality (MxR) benefits neurosurgery by improving anatomic visualization, surgical planning and training. We aim to validate the usability of a dedicated certified system for this purpose.",True,"The perioperative use of 3D holograms improved direct anatomic visualization while not significantly increasing intraoperative surgical preparation time. Further technological development is necessary to improve the automatic algorithms and reduce the preparation time by circumventing manual and semiautomatic segmentation. Future studies should focus on quantifying the potential benefits in teaching, training,",training,neurosurgery,,patient,hmd_ost,3d,mri,,volume_rendering,,,off_situ,,True,occlusion,Neurosurgery,HMD (Optical See-Through),3D,Volume Rendering,,Training,Patient,MRI,Off-situ,Occlusion,
138,Costa 2023,Augmented Reality-Assisted Ultrasound Breast Biopsy,Sensors,2023,2021-2026,,False,,intraoperative,oncologic,,phantom,hmd_ost,2d,us,,no_post_processing,,tool_location,in_situ,marker_other,False,,Oncologic,HMD (Optical See-Through),2D,No Post-processing,Other Marker,Intraoperative,Phantom,Ultrasound,In-situ,,Tool Location
631,DeBenedictis 2023,Vertical Hemispherotomy: Contribution of Advanced Three-Dimensional Modeling for Presurgical Planning and Training.,Journal of clinical medicine,2023,2021-2026,"In this work, they reported the application of advanced technology for three-dimensional (3D) modeling and visualization of the main neurovascular structures during vertical hemispherotomy procedures.",False,"They demonstrated the contribution of advanced 3D modeling and visualization to enhance the quality of anatomical representation and interaction between the operator and model according to a surgical perspective, optimizing the quality of presurgical planning, intraoperative orientation, and educational training.",planning,neurosurgery,,virtual,hmd_ost,3d,mri,,volume_rendering,,,off_situ,,False,,Neurosurgery,HMD (Optical See-Through),3D,Volume Rendering,,Planning,Virtual,MRI,Off-situ,,
1114,Dolega-Dolegowski 2023,The Application of Mixed Reality in Root Canal Treatment,Appl. Sci.,2023,2021-2026,"display of the root canals in the same way as during the endodontic procedure using a microscope. It allows for the visualization of the root canal and changing its direction, in which dimensional accuracy is crucial.",False,,planning,oral_maxillofacial,,virtual,hmd_ost,3d,ct,,surface_modeling,,,off_situ,,False,,Oral & Maxillofacial,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Virtual,CT,Off-situ,,
1207,Fick 2023,"Comparing the influence of mixed reality, a 3D viewer, and MRI on the spatial understanding of brain tumours",Front. Virtual. Real.,2023,2021-2026,"We assessed the spatial understanding of a brain tumour when visualized with MRI, 3D models on a monitor or 3D models in mixed reality",False,,method_development,neurosurgery,,virtual,hmd_ost,3d,mri,,surface_modeling,,rotating_panel,off_situ,,False,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,,Method Development,Virtual,MRI,Off-situ,,Rotating Panel
909,Gonzalez-Romo 2023,Anatomic Depth Estimation and 3-Dimensional Reconstruction of Microsurgical Anatomy Using Monoscopic High-Definition Photogrammetry and Machine Learning.,"CONCEPTS, INNOVATIONS AND TECHNIQUES",2023,2021-2026,"To perform a proof-of-concept study of a novel photogrammetry 3D reconstruction technique, converting high-definition (monoscopic) microsurgical images into a navigable, interactive, immersive anatomy simulation.",False,"This proof-of-concept study validated the use of machine learning to render 3D reconstructions from 2-dimensional microsurgical images through depth estimation. This spatial information can be used to develop convenient, realistic, and immersive anatomy image models.",education,neurosurgery,,phantom,body_handheld,3d,rgb,,surface_modeling,,,off_situ,,False,,Neurosurgery,Handheld Device,3D,Surface Modeling,,Education,Phantom,RGB Camera,Off-situ,,
194,Heiliger 2023,Phantom study on surgical performance in augmented reality laparoscopy,Int J Comput Assist Radiol Surg,2023,2021-2026,"his pilot study aims to determine, under controlled conditions on a 3D-printed phantom, whether an AR laparoscope improves surgical outcomes over conventional laparoscopy without augmentation",False,,intraoperative,cardiothoracic,,phantom,spatial_monitor,3d,ct,,surface_modeling,,,off_situ,,True,occlusion|fresnel,Cardiothoracic,Spatial Monitor,3D,Surface Modeling,,Intraoperative,Phantom,CT,Off-situ,"Occlusion, Fresnel",
151,Huang 2023,Evaluation of Augmented Reality Surgical Navigation in Percutaneous Endoscopic Lumbar Discectomy: Clinical Study,Bioengineering (Basel),2023,2021-2026,conducted a prospective randomized controlled trial to evaluate its feasibility and effectiveness. * minimizes the number of punctures and reduces the need for excessive fluoroscopy,True,The results indicate that the clinical application of the ARSN system in PELD is effective and feasible.,intraoperative,orthopedic,,patient,spatial_monitor,2d,xray,,no_post_processing,,tool_location,off_situ,,False,,Orthopedic,Spatial Monitor,2D,No Post-processing,,Intraoperative,Patient,X-ray,Off-situ,,Tool Location
2886,Jain 2023,Use of Mixed Reality in Neuro-Oncology: A Single Centre Experience.,Life MDPI,2023,2021-2026,To present their experience using the HoloLens 2 in neuro-oncology specifically tumour resection.,True,"Although certain limitations were identified, the authors feel that this system is a feasible alternative device for intra-operative visualization of neurosurgical pathology. Further studies are being planned to assess its accuracy and suitability across various surgical disciplines",intraoperative,neurosurgery,,patient,hmd_ost,3d,ct|mri,,volume_rendering,,tool_location,in_situ,markerless,False,,Neurosurgery,HMD (Optical See-Through),3D,Volume Rendering,Markerless,Intraoperative,Patient,"CT, MRI",In-situ,,Tool Location
211,Jeung 2023,Augmented reality-based surgical guidance for wrist arthroscopy with bone-shift compensation,Comput Methods Programs Biomed,2023,2021-2026,provide real-time augmented reality (AR)-based surgical guidance for wrist arthroscopy based on a bone-shift model through an in vivo computed tomography (CT) study. try to overcome intra and pre-operative image difference,False,,intraoperative,orthopedic,,phantom,spatial_monitor,3d,ct,,surface_modeling,,tool_location,off_situ,,False,,Orthopedic,Spatial Monitor,3D,Surface Modeling,,Intraoperative,Phantom,CT,Off-situ,,Tool Location
51,K 2023,Augmented Reality Visualization and Interaction for COVID-19 CT-Scan NN Automated Segmentation: A Validation Study,IEEE Sensors Journal,2023,2021-2026,How AR and AI can assist in analysis and diagnosis. Good for diagnosis but the proposed system may fail in the diagnosis of various conditions and in differentiating between recent and previous contamination.,False,,diagnosis,cardiothoracic,,dataset,body_handheld,3d,ct,,surface_modeling,,,off_situ,,False,,Cardiothoracic,Handheld Device,3D,Surface Modeling,,Diagnosis,Dataset,CT,Off-situ,,
253,Li 2023,A Comparative Evaluation of Optical See-through Augmented Reality in Surgical Guidance,IEEE Trans Vis Comput Graph,2023,2021-2026,"compare the effects of two OST methods on surgical guidance, regarding better applicability and safety for medical practices. To the best of our knowledge, this is the first study to compare OST AR by glasses and that observed with naked eyes, namely HMD and AIO.",True,,intraoperative,orthopedic,,phantom,hmd_ost,3d,ct,,surface_modeling,,,in_situ,marker_optical,True,contour_edge,Orthopedic,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,Intraoperative,Phantom,CT,In-situ,Contour Edge,
364,Liu 2023,A mixed reality-based navigation method for dental implant navigation method: A pilot study,Computers in Biology and Medicine,2023,2021-2026,As what it said in title. The paper attached NRI markers to both patient teeth and the surgical drilling tool and assist the placement of inplant. The AR shows the virual models and the errors of the alignment.,False,,intraoperative,oral_maxillofacial,,phantom,hmd_ost,3d,ct,,surface_modeling,,tool_location,in_situ,marker_optical,False,,Oral & Maxillofacial,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,Intraoperative,Phantom,CT,In-situ,,Tool Location
20,N 2023,Augmented Reality Holographic Visualization System for Surgery Auxiliary Visualization: Proof of Concept for Surgical Training*,Annual International Conference of the IEEE Engineering in Medicine & Biology Society,2023,2021-2026,"this module implements a deformation density biomechanical Mooney-Rivlin 3-D model, suitable for hyperelastic, isotropic materials [7], such as most of the relevant anatomic structures.",False,,training,neurosurgery,,phantom,hmd_vst,3d,mri,,surface_modeling,,,off_situ,,False,,Neurosurgery,HMD (Video See-Through),3D,Surface Modeling,,Training,Phantom,MRI,Off-situ,,
4883,Reissis 2023,The Effect of Luminance on Depth Perception in Augmented Reality Guided Laparoscopic Surgery,"Medical Imaging 2023: Image-Guided Procedures, Robotic Interventions, and Modeling",2023,2021-2026,"Establish and quantify the relationship between luminance / luminance contrast and depth perception in laparoscopic AR overlays, to inform better AR visualization design.",False,,intraoperative,abdominal,,phantom,body_handheld,3d,,3d_model,surface_modeling,,,in_situ,marker_other,True,brightness,Abdominal,Handheld Device,3D,Surface Modeling,Other Marker,Intraoperative,Phantom,,In-situ,Brightness,
1068,Sancho 2023,SLIMBRAIN: Augmented reality real-time acquisition and processing system for hyperspectral classification mapping with depth information for in-vivo surgical procedures,J Syst Archit,2023,2021-2026,a real-time acquisition and processing AR system suitable to classify and display brain tumor tissue from hyperspectral (HS) information,False,,intraoperative,neurosurgery,,patient,spatial_monitor,3d,rgb,,other_process,Capture point cloud and merge to HSI,,off_situ,,False,,Neurosurgery,Spatial Monitor,3D,Other Process,,Intraoperative,Patient,RGB Camera,Off-situ,,
183,Seth 2023,Improving Visualization of Intramuscular Perforator Course: Augmented Reality Headsets for DIEP Flap Breast Reconstruction,Plastic and Reconstructive Surgery - Global Open,2023,2021-2026,Explores the use of AR technology for perforator identification during deep inferior epigastric artery perforator flap breast reconstruction,True,may enhance the visualization of relevant vascular anatomical structures. may improve the accuracy of perforator identification. misalignment happened. Key challenge to the widespread adoption of this technology is automatic alignment wiouth much disruption to the standard workflow. relatively long setup time.,intraoperative,plastic,,patient,hmd_ost,3d,ct,,surface_modeling,,,in_situ,,False,,Plastic,HMD (Optical See-Through),3D,Surface Modeling,,Intraoperative,Patient,CT,In-situ,,
2971,Shahbaz 2023,Mixed reality navigation training system for liver surgery based on a high-definition human cross-sectional anatomy data set.,Cancer Medicine,2023,2021-2026,"use the 3D mixed-reality model of liver, entailing complex intrahepatic system and to deeply study the anatomical structures",False,,training,abdominal,,phantom,hmd_ost,3d,rgb,,surface_modeling,,,off_situ,,False,,Abdominal,HMD (Optical See-Through),3D,Surface Modeling,,Training,Phantom,RGB Camera,Off-situ,,
620,Tel 2023,Exploring Deep Cervical Compartments in Head and Neck Surgical Oncology through Augmented Reality Vision: A Proof of Concept.,Journal of Clinical Medicine,2023,2021-2026,explore feasibility of AR in head and neck surgical oncology procedure.,True,AR technology has great potential to guide surgeons in the most complex scenarios,planning,head_and_neck,,patient,hmd_vst,3d,ct|rgb,,surface_modeling,,,in_situ,markerless,False,,Head & Neck,HMD (Video See-Through),3D,Surface Modeling,Markerless,Planning,Patient,"CT, RGB Camera",In-situ,,
166,VanGestel 2023,Neuro-oncological augmented reality planning for intracranial tumor resection,Front Neurol,2023,2021-2026,"We developed an AR-based workflow for intracranial tumor resection planning deployed on the Microsoft HoloLens II, which exploits the built-in infrared-camera for tracking the patient.",False,,planning,neurosurgery,,patient,hmd_ost,3d,ct,,surface_modeling,,,in_situ,marker_optical,False,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,Planning,Patient,CT,In-situ,,
1202,Wong 2023,Mixed Reality Improves 3D Visualization and Spatial Awareness of Bone Tumors for Surgical Planning in Orthopaedic Oncology: A Proof of Concept Study,Orthop. Res. Rev.,2023,2021-2026,"he surgeon examined each patient clinically using the conventional method of viewing 2D images and MR via HMD, Hololens 2. A Likert-Scale (LS) questionnaire and The National Aeronautics and Space Administration-Task Load Index (NASA-TLX) score were used to evaluate and compare the effectiveness of surgical planning and the surgeon’s clinical cognitive workload for the two methods.",True,,planning,orthopedic,,patient,hmd_ost,3d,ct|mri,,surface_modeling,,,in_situ,,False,,Orthopedic,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Patient,"CT, MRI",In-situ,,
519,Zhang 2023,Autostereoscopic 3D Augmented Reality Navigation for Laparoscopic Surgery: A Preliminary Assessment.,IEEE Transactions on Biomedical Engineering,2023,2021-2026,"used the CPD-based deformation registration algorithm and the proposed virtual view gen- eration algorithm, realizing a deformable autostereoscopic 3D AR navigation framework for laparoscopic surgery. The depth perception and user experience of the 3D AR navigation were evaluated compared with the 2D AR display using an in-vitro porcine heart and offline clinical partial nephrectomy laparoscopic images",False,,intraoperative,urology,,patient,spatial_monitor,3d,ct|mri|rgb,,surface_modeling,,color_coding,in_situ,markerless,False,,Urology,Spatial Monitor,3D,Surface Modeling,Markerless,Intraoperative,Patient,"CT, MRI, RGB Camera",In-situ,,Color Coding
318,Zhang 2023,Feasibility Study of Using Augmented Mirrors for Alignment Task during Orthopaedic Procedures in Mixed Reality,IEEE Int Symp Mixed Augment Real Adjun,2023,2021-2026,"In this work, we present results from a pilot study involving five participants tasked with simulating epidural injection procedures in an AR environment, both with and without the aid of an AM.",False,,intraoperative,neurosurgery,,phantom,hmd_ost,3d,ct,,surface_modeling,,,in_situ,marker_optical,False,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,Intraoperative,Phantom,CT,In-situ,,
326,vonHaxthausen 2023,Augmenting Image-Guided Procedures through In Situ Visualization of 3D Ultrasound via a Head-Mounted Display,sensors,2023,2021-2026,"This work uses an HMD to display 3D ultrasound in situ. The paper reports that showing 3D ultrasound in the HMD did not provide a large benefit, mainly because the target structure still had to be clearly distinguished from noise and occlusion.",False,,intraoperative,vascular,,phantom,hmd_ost,3d,us,,no_post_processing,,,in_situ,marker_other,False,,Vascular,HMD (Optical See-Through),3D,No Post-processing,Other Marker,Intraoperative,Phantom,Ultrasound,In-situ,,
111,A 2024,Mixed Reality and Artificial Intelligence: A Holistic Approach to Multimodal Visualization and Extended Interaction in Knee Osteotomy,IEEE Journal of Translational Engineering in Health and Medicine,2024,2021-2026,AI and MR for multimodal data visualization and surgical planning in knee osteotomy,False,,planning,orthopedic,,virtual,hmd_ost,2d,ct|xray,,no_post_processing,,information_panel,off_situ,,False,,Orthopedic,HMD (Optical See-Through),2D,No Post-processing,,Planning,Virtual,"CT, X-ray",Off-situ,,Information Panel
264,Bamps 2024,Phantom study of augmented reality framework to assist epicardial punctures,Journal of Medical Imaging,2024,2021-2026,Using AR to visualize 3D organ and insertion trajectory for epicardial punctures procedure. Three experiments are provided. Results shows using AR can improve the accuracy.,,,intraoperative,cardiothoracic,,phantom,hmd_ost,3d,ct,,surface_modeling,,tool_location,in_situ,marker_other,False,,Cardiothoracic,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Phantom,CT,In-situ,,Tool Location
1020,Bonanni 2024,Holographic mixed reality for planning transcatheter aortic valve replacement,International Journal of Cardiology,2024,2021-2026,"The study aims to evaluate the feasibility, reproducibility, and accuracy of dimensions of the aortic valve complex as measured with a new holographic MxR software (ARTICOR®, Artiness srl, Milano, Italy) compared to a widely used software for pre-operative sizing and planning",True,MxR-based software could represent an accurate tool for the pre-procedural planning of TAVR,planning,cardiothoracic,,patient,hmd_vst,3d,ct,,volume_rendering,,,off_situ,,False,,Cardiothoracic,HMD (Video See-Through),3D,Volume Rendering,,Planning,Patient,CT,Off-situ,,
4662,Colombo 2024,Mixed Reality for Cranial Neurosurgical Planning: A Single-Center Applicability Study with the First 107 Subsequent Holograms,OPERATIVE NEUROSURGERY,2024,2021-2026,Use segmented brain structures from CT to assist pre-op and intra-op planning and preparation,False,,planning,neurosurgery,,patient,hmd_ost,3d,ct|mri,,surface_modeling,,color_coding,in_situ,,False,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Patient,"CT, MRI",In-situ,,Color Coding
5827,Condino 2024,Registration Sanity Check for AR-guided Surgical Interventions: Experience From Head and Face Surgery,IEEE Journal of Translational Engineering in Health Medicine,2024,2021-2026,To assess an AR Registration Sanity Check (AR-RSC) method that helps clinicians detect misregistration intraoperatively by visually inspecting how well selected virtual landmarks align with their real counterparts in the AR view.,False,,,oral_maxillofacial,,patient,hmd_vst,3d,ct,,other_process,,,in_situ,marker_optical,False,,Oral & Maxillofacial,HMD (Video See-Through),3D,Other Process,Optical Marker,,Patient,CT,In-situ,,
248,Dho 2024,Validation of real-time inside-out tracking and depth realization technologies for augmented reality-based neuronavigation,Int J Comput Assist Radiol Surg,2024,2021-2026,developed novel object tracking and depth realization technologies to apply augmented reality-based neuronavigation to brain surgery.,False,,intraoperative,neurosurgery,,phantom,body_handheld,3d,ct|mri,,other_process,Mixed,tool_location,in_situ,marker_other,True,metric,Neurosurgery,Handheld Device,3D,Other Process,Other Marker,Intraoperative,Phantom,"CT, MRI",In-situ,Metric,Tool Location
4352,DiMitri 2024,Advancing Pediatric Surgery: The Use of HoloLens 2 for 3D Anatomical Reconstructions in Preoperative Planning.,Advancing Pediatric Surgery: The Use of HoloLens 2 for 3D Anatomical Reconstructions in Preoperative Planning,2024,2021-2026,Use AR for pre-op planning for anatomical malformations.,False,,planning,pediatric_surgery,,patient,hmd_ost,3d,ct,,surface_modeling,,,off_situ,,False,,Pediatric Surgery,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Patient,CT,Off-situ,,
1028,Forseth 2024,Endoscopic third ventriculostomy assisted by augmented reality,Child's Nervous System,2024,2021-2026,"In this report, they described the novel integration of AR into an endoscopic third ventriculostomy (ETV) case.",True,They find that augmented reality is a useful adjunct for endoscopic third ventriculostomies. The fast and simple registration are an excellent fit for a relatively short pro- cedure. The direct overlaid navigation feedback within the operative field greatly improves surgeon ergonomics and stability.,intraoperative,neurosurgery,,patient,hmd_vst,3d,mri,,volume_rendering,,tool_location,in_situ,markerless,False,,Neurosurgery,HMD (Video See-Through),3D,Volume Rendering,Markerless,Intraoperative,Patient,MRI,In-situ,,Tool Location
294,Gadodia 2024,Evaluation of an augmented reality navigational guidance platform for percutaneous procedures in a cadaver model,J Med Imaging (Bellingham),2024,2021-2026,"review the accuracy of an augmented reality navigational guidance system designed to facilitate improved visualization, guidance, and accuracy during percutaneous needle-based procedures including biopsies and ablations.",False,,intraoperative,abdominal,,cadaver,hmd_ost,2d_3d,ct|mri,,surface_modeling,,tool_location|information_panel,in_situ,marker_other,False,,Abdominal,HMD (Optical See-Through),2D + 3D,Surface Modeling,Other Marker,Intraoperative,Cadaver,"CT, MRI",In-situ,,"Tool Location, Information Panel"
